PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34142015","Comparative effectiveness of medical concept embedding for feature engineering in phenotyping","Lee J, Liu C, Kim JH, Butler A, Shang N, Pang C, Natarajan K, Ryan P, Ta C, Weng C.","JAMIA Open. 2021 Jun 16;4(2):ooab028. doi: 10.1093/jamiaopen/ooab028. eCollection 2021 Apr.","Lee J","JAMIA Open","2021","2021/06/18","PMC8206403","","10.1093/jamiaopen/ooab028"
"33936503","A Preliminary Characterization of Canonicalized and Non-Canonicalized Section Headers Across Variable Clinical Note Types","Wang J, Yu S, Davoudi A, Mowery DL.","AMIA Annu Symp Proc. 2021 Jan 25;2020:1268-1276. eCollection 2020.","Wang J","AMIA Annu Symp Proc","2021","2021/05/03","PMC8075444","",""
"31034028","Learning to detect and understand drug discontinuation events from clinical narratives","Liu F, Pradhan R, Druhl E, Freund E, Liu W, Sauer BC, Cunningham F, Gordon AJ, Peters CB, Yu H.","J Am Med Inform Assoc. 2019 Oct 1;26(10):943-951. doi: 10.1093/jamia/ocz048.","Liu F","J Am Med Inform Assoc","2019","2019/04/30","PMC6748801","","10.1093/jamia/ocz048"
"29300961","Patient portal use and hospital outcomes","Dumitrascu AG, Burton MC, Dawson NL, Thomas CS, Nordan LM, Greig HE, Aljabri DI, Naessens JM.","J Am Med Inform Assoc. 2018 Apr 1;25(4):447-453. doi: 10.1093/jamia/ocx149.","Dumitrascu AG","J Am Med Inform Assoc","2018","2018/01/05","PMC7647026","","10.1093/jamia/ocx149"
"32951036","Addressing health disparities in the Food and Drug Administration's artificial intelligence and machine learning regulatory framework","Ferryman K.","J Am Med Inform Assoc. 2020 Dec 9;27(12):2016-2019. doi: 10.1093/jamia/ocaa133.","Ferryman K","J Am Med Inform Assoc","2020","2020/09/20","PMC7727393","","10.1093/jamia/ocaa133"
"31454648","Pattern recognition and prognostic analysis of longitudinal blood pressure records in hemodialysis treatment based on a convolutional neural network","Wang F, Wang Y, Tian Y, Zhang P, Chen J, Li J.","J Biomed Inform. 2019 Oct;98:103271. doi: 10.1016/j.jbi.2019.103271. Epub 2019 Aug 24.","Wang F","J Biomed Inform","2019","2019/08/28","","","10.1016/j.jbi.2019.103271"
"33936391","Contextual Embeddings from Clinical Notes Improves Prediction of Sepsis","Amrollahi F, Shashikumar SP, Razmi F, Nemati S.","AMIA Annu Symp Proc. 2021 Jan 25;2020:197-202. eCollection 2020.","Amrollahi F","AMIA Annu Symp Proc","2021","2021/05/03","PMC8075484","",""
"31557528","Adversarial training based lattice LSTM for Chinese clinical named entity recognition","Zhao S, Cai Z, Chen H, Wang Y, Liu F, Liu A.","J Biomed Inform. 2019 Nov;99:103290. doi: 10.1016/j.jbi.2019.103290. Epub 2019 Sep 23.","Zhao S","J Biomed Inform","2019","2019/09/27","","","10.1016/j.jbi.2019.103290"
"31365089","Challenges with quality of race and ethnicity data in observational databases","Polubriaginof FCG, Ryan P, Salmasian H, Shapiro AW, Perotte A, Safford MM, Hripcsak G, Smith S, Tatonetti NP, Vawdrey DK.","J Am Med Inform Assoc. 2019 Aug 1;26(8-9):730-736. doi: 10.1093/jamia/ocz113.","Polubriaginof FCG","J Am Med Inform Assoc","2019","2019/08/01","PMC6696496","","10.1093/jamia/ocz113"
"33576432","Mining tasks and task characteristics from electronic health record audit logs with unsupervised machine learning","Chen B, Alrifai W, Gao C, Jones B, Novak L, Lorenzi N, France D, Malin B, Chen Y.","J Am Med Inform Assoc. 2021 Jun 12;28(6):1168-1177. doi: 10.1093/jamia/ocaa338.","Chen B","J Am Med Inform Assoc","2021","2021/02/12","PMC8200270","","10.1093/jamia/ocaa338"
"30602031","Natural language processing and machine learning to identify alcohol misuse from the electronic health record in trauma patients: development and internal validation","Afshar M, Phillips A, Karnik N, Mueller J, To D, Gonzalez R, Price R, Cooper R, Joyce C, Dligach D.","J Am Med Inform Assoc. 2019 Mar 1;26(3):254-261. doi: 10.1093/jamia/ocy166.","Afshar M","J Am Med Inform Assoc","2019","2019/01/03","PMC6657384","","10.1093/jamia/ocy166"
"30602020","Robust clinical marker identification for diabetic kidney disease with ensemble feature selection","Song X, Waitman LR, Hu Y, Yu ASL, Robbins DC, Liu M.","J Am Med Inform Assoc. 2019 Mar 1;26(3):242-253. doi: 10.1093/jamia/ocy165.","Song X","J Am Med Inform Assoc","2019","2019/01/03","PMC7792755","","10.1093/jamia/ocy165"
"30118855","Risk prediction using natural language processing of electronic mental health records in an inpatient forensic psychiatry setting","Le DV, Montgomery J, Kirkby KC, Scanlan J.","J Biomed Inform. 2018 Oct;86:49-58. doi: 10.1016/j.jbi.2018.08.007. Epub 2018 Aug 14.","Le DV","J Biomed Inform","2018","2018/08/18","","","10.1016/j.jbi.2018.08.007"
"33180897","Precision population analytics: population management at the point-of-care","Tang PC, Miller S, Stavropoulos H, Kartoun U, Zambrano J, Ng K.","J Am Med Inform Assoc. 2021 Mar 1;28(3):588-595. doi: 10.1093/jamia/ocaa247.","Tang PC","J Am Med Inform Assoc","2021","2020/11/12","PMC7936526","","10.1093/jamia/ocaa247"
"30815198","A Frame-Based NLP System for Cancer-Related Information Extraction","Si Y, Roberts K.","AMIA Annu Symp Proc. 2018 Dec 5;2018:1524-1533. eCollection 2018.","Si Y","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371330","",""
"31984321","Predictive modeling in urgent care: a comparative study of machine learning approaches","Tang F, Xiao C, Wang F, Zhou J.","JAMIA Open. 2018 Jun 4;1(1):87-98. doi: 10.1093/jamiaopen/ooy011. eCollection 2018 Jul.","Tang F","JAMIA Open","2018","2020/01/28","PMC6951928","","10.1093/jamiaopen/ooy011"
"33106874","OrderRex clinical user testing: a randomized trial of recommender system decision support on simulated cases","Kumar A, Aikens RC, Hom J, Shieh L, Chiang J, Morales D, Saini D, Musen M, Baiocchi M, Altman R, Goldstein MK, Asch S, Chen JH.","J Am Med Inform Assoc. 2020 Dec 9;27(12):1850-1859. doi: 10.1093/jamia/ocaa190.","Kumar A","J Am Med Inform Assoc","2020","2020/10/27","PMC7727352","","10.1093/jamia/ocaa190"
"29025149","Segment convolutional neural networks (Seg-CNNs) for classifying relations in clinical notes","Luo Y, Cheng Y, Uzuner Ö, Szolovits P, Starren J.","J Am Med Inform Assoc. 2018 Jan 1;25(1):93-98. doi: 10.1093/jamia/ocx090.","Luo Y","J Am Med Inform Assoc","2018","2017/10/13","PMC6381760","","10.1093/jamia/ocx090"
"34100952","A visual representation of microbiological culture data improves comprehension: a randomized controlled trial","Kim EY, Grossestreuer AV, Safran C, Nathanson LA, Horng S.","J Am Med Inform Assoc. 2021 Aug 13;28(9):1826-1833. doi: 10.1093/jamia/ocab056.","Kim EY","J Am Med Inform Assoc","2021","2021/06/08","PMC8363788","","10.1093/jamia/ocab056"
"33319905","Ambiguity in medical concept normalization: An analysis of types and coverage in electronic health record datasets","Newman-Griffis D, Divita G, Desmet B, Zirikly A, Rosé CP, Fosler-Lussier E.","J Am Med Inform Assoc. 2021 Mar 1;28(3):516-532. doi: 10.1093/jamia/ocaa269.","Newman-Griffis D","J Am Med Inform Assoc","2021","2020/12/15","PMC7936394","","10.1093/jamia/ocaa269"
"29893864","Opportunities and challenges in developing deep learning models using electronic health records data: a systematic review","Xiao C, Choi E, Sun J.","J Am Med Inform Assoc. 2018 Oct 1;25(10):1419-1428. doi: 10.1093/jamia/ocy068.","Xiao C","J Am Med Inform Assoc","2018","2018/06/13","PMC6188527","","10.1093/jamia/ocy068"
"32673788","Extraction of temporal relations from clinical free text: A systematic review of current approaches","Alfattni G, Peek N, Nenadic G.","J Biomed Inform. 2020 Aug;108:103488. doi: 10.1016/j.jbi.2020.103488. Epub 2020 Jul 13.","Alfattni G","J Biomed Inform","2020","2020/07/17","","","10.1016/j.jbi.2020.103488"
"29854217","A Semantic Parsing Method for Mapping Clinical Questions to Logical Forms","Roberts K, Patra BG.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1478-1487. eCollection 2017.","Roberts K","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977685","",""
"34198329","Interpretable disease prediction using heterogeneous patient records with self-attentive fusion encoder","Kwak H, Chang J, Choe B, Park S, Jung K.","J Am Med Inform Assoc. 2021 Sep 18;28(10):2155-2164. doi: 10.1093/jamia/ocab109.","Kwak H","J Am Med Inform Assoc","2021","2021/07/01","PMC8449612","","10.1093/jamia/ocab109"
"32045428","Measuring follow-up time in routinely-collected health datasets: Challenges and solutions","Thayer D, Rees A, Kennedy J, Collins H, Harris D, Halcox J, Ruschetti L, Noyce R, Brooks C.","PLoS One. 2020 Feb 11;15(2):e0228545. doi: 10.1371/journal.pone.0228545. eCollection 2020.","Thayer D","PLoS One","2020","2020/02/12","PMC7012444","","10.1371/journal.pone.0228545"
"34411709","Supervised line attention for tumor attribute classification from pathology reports: Higher performance with less data","Altieri N, Park B, Olson M, DeNero J, Odisho AY, Yu B.","J Biomed Inform. 2021 Oct;122:103872. doi: 10.1016/j.jbi.2021.103872. Epub 2021 Aug 16.","Altieri N","J Biomed Inform","2021","2021/08/19","","","10.1016/j.jbi.2021.103872"
"30517649","Integrity of clinical information in computerized order requisitions for diagnostic imaging","Lacson R, Laroya R, Wang A, Kapoor N, Glazer DI, Shinagare A, Ip IK, Malhotra S, Hentel K, Khorasani R.","J Am Med Inform Assoc. 2018 Dec 1;25(12):1651-1656. doi: 10.1093/jamia/ocy133.","Lacson R","J Am Med Inform Assoc","2018","2018/12/06","PMC7647161","","10.1093/jamia/ocy133"
"30802545","MCN: A comprehensive corpus for medical concept normalization","Luo YF, Sun W, Rumshisky A.","J Biomed Inform. 2019 Apr;92:103132. doi: 10.1016/j.jbi.2019.103132. Epub 2019 Feb 22.","Luo YF","J Biomed Inform","2019","2019/02/26","","","10.1016/j.jbi.2019.103132"
"34151965","Multitask prediction of organ dysfunction in the intensive care unit using sequential subnetwork routing","Roy S, Mincu D, Loreaux E, Mottram A, Protsyuk I, Harris N, Xue Y, Schrouff J, Montgomery H, Connell A, Tomasev N, Karthikesalingam A, Seneviratne M.","J Am Med Inform Assoc. 2021 Aug 13;28(9):1936-1946. doi: 10.1093/jamia/ocab101.","Roy S","J Am Med Inform Assoc","2021","2021/06/21","PMC8363803","","10.1093/jamia/ocab101"
"32025650","Using natural language processing to construct a metastatic breast cancer cohort from linked cancer registry and electronic medical records data","Ling AY, Kurian AW, Caswell-Jin JL, Sledge GW Jr, Shah NH, Tamang SR.","JAMIA Open. 2019 Sep 18;2(4):528-537. doi: 10.1093/jamiaopen/ooz040. eCollection 2019 Dec.","Ling AY","JAMIA Open","2019","2020/02/07","PMC6994019","","10.1093/jamiaopen/ooz040"
"33132138","Cross domains adversarial learning for Chinese named entity recognition for online medical consultation","Wen G, Chen H, Li H, Hu Y, Li Y, Wang C.","J Biomed Inform. 2020 Dec;112:103608. doi: 10.1016/j.jbi.2020.103608. Epub 2020 Oct 23.","Wen G","J Biomed Inform","2020","2020/11/02","","","10.1016/j.jbi.2020.103608"
"30840055","Quantifying risk factors in medical reports with a context-aware linear model","Przybyła P, Brockmeier AJ, Ananiadou S.","J Am Med Inform Assoc. 2019 Jun 1;26(6):537-546. doi: 10.1093/jamia/ocz004.","Przybyła P","J Am Med Inform Assoc","2019","2019/03/07","PMC6515525","","10.1093/jamia/ocz004"
"31542521","Making work visible for electronic phenotype implementation: Lessons learned from the eMERGE network","Shang N, Liu C, Rasmussen LV, Ta CN, Caroll RJ, Benoit B, Lingren T, Dikilitas O, Mentch FD, Carrell DS, Wei WQ, Luo Y, Gainer VS, Kullo IJ, Pacheco JA, Hakonarson H, Walunas TL, Denny JC, Wiley K, Murphy SN, Hripcsak G, Weng C.","J Biomed Inform. 2019 Nov;99:103293. doi: 10.1016/j.jbi.2019.103293. Epub 2019 Sep 19.","Shang N","J Biomed Inform","2019","2019/09/23","PMC6894517","NIHMS1544840","10.1016/j.jbi.2019.103293"
"30476175","Automated and flexible identification of complex disease: building a model for systemic lupus erythematosus using noisy labeling","Murray SG, Avati A, Schmajuk G, Yazdany J.","J Am Med Inform Assoc. 2019 Jan 1;26(1):61-65. doi: 10.1093/jamia/ocy154.","Murray SG","J Am Med Inform Assoc","2019","2018/11/27","PMC6308013","","10.1093/jamia/ocy154"
"33936439","Comparative Study of Various Approaches for Ensemble-based De-identification of Electronic Health Record Narratives","Kim Y, Heider PM, Meystre SM.","AMIA Annu Symp Proc. 2021 Jan 25;2020:648-657. eCollection 2020.","Kim Y","AMIA Annu Symp Proc","2021","2021/05/03","PMC8075417","",""
"30818005","Incorporating dictionaries into deep neural networks for the Chinese clinical named entity recognition","Wang Q, Zhou Y, Ruan T, Gao D, Xia Y, He P.","J Biomed Inform. 2019 Apr;92:103133. doi: 10.1016/j.jbi.2019.103133. Epub 2019 Feb 25.","Wang Q","J Biomed Inform","2019","2019/03/01","","","10.1016/j.jbi.2019.103133"
"31911172","Identifying sub-phenotypes of acute kidney injury using structured and unstructured electronic health record data with memory networks","Xu Z, Chou J, Zhang XS, Luo Y, Isakova T, Adekkanattu P, Ancker JS, Jiang G, Kiefer RC, Pacheco JA, Rasmussen LV, Pathak J, Wang F.","J Biomed Inform. 2020 Feb;102:103361. doi: 10.1016/j.jbi.2019.103361. Epub 2020 Jan 3.","Xu Z","J Biomed Inform","2020","2020/01/09","","","10.1016/j.jbi.2019.103361"
"31314892","Assessing clinical heterogeneity in sepsis through treatment patterns and machine learning","Fohner AE, Greene JD, Lawson BL, Chen JH, Kipnis P, Escobar GJ, Liu VX.","J Am Med Inform Assoc. 2019 Dec 1;26(12):1466-1477. doi: 10.1093/jamia/ocz106.","Fohner AE","J Am Med Inform Assoc","2019","2019/07/18","PMC7647146","","10.1093/jamia/ocz106"
"31329882","Underserved populations with missing race ethnicity data differ significantly from those with structured race/ethnicity documentation","Sholle ET, Pinheiro LC, Adekkanattu P, Davila MA, Johnson SB, Pathak J, Sinha S, Li C, Lubansky SA, Safford MM, Campion TR.","J Am Med Inform Assoc. 2019 Aug 1;26(8-9):722-729. doi: 10.1093/jamia/ocz040.","Sholle ET","J Am Med Inform Assoc","2019","2019/07/23","PMC6696506","","10.1093/jamia/ocz040"
"34514354","Transforming and evaluating electronic health record disease phenotyping algorithms using the OMOP common data model: a case study in heart failure","Papez V, Moinat M, Payralbe S, Asselbergs FW, Lumbers RT, Hemingway H, Dobson R, Denaxas S.","JAMIA Open. 2021 Feb 4;4(3):ooab001. doi: 10.1093/jamiaopen/ooab001. eCollection 2021 Jul.","Papez V","JAMIA Open","2021","2021/09/13","PMC8423424","","10.1093/jamiaopen/ooab001"
"30557683","Construct validity of six sentiment analysis methods in the text of encounter notes of patients with critical illness","Weissman GE, Ungar LH, Harhay MO, Courtright KR, Halpern SD.","J Biomed Inform. 2019 Jan;89:114-121. doi: 10.1016/j.jbi.2018.12.001. Epub 2018 Dec 14.","Weissman GE","J Biomed Inform","2019","2018/12/18","PMC6342660","NIHMS1004657","10.1016/j.jbi.2018.12.001"
"29854105","Intelligent Word Embeddings of Free-Text Radiology Reports","Banerjee I, Madhavan S, Goldman RE, Rubin DL.","AMIA Annu Symp Proc. 2018 Apr 16;2017:411-420. eCollection 2017.","Banerjee I","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977573","",""
"34791302","Development and validation of a prediction model for actionable aspects of frailty in the text of clinicians' encounter notes","Martin JA, Crane-Droesch A, Lapite FC, Puhl JC, Kmiec TE, Silvestri JA, Ungar LH, Kinosian BP, Himes BE, Hubbard RA, Diamond JM, Ahya V, Sims MW, Halpern SD, Weissman GE.","J Am Med Inform Assoc. 2021 Dec 28;29(1):109-119. doi: 10.1093/jamia/ocab248.","Martin JA","J Am Med Inform Assoc","2021","2021/11/18","PMC8714261","","10.1093/jamia/ocab248"
"31499185","Symptom-based patient stratification in mental illness using clinical notes","Liu Q, Woo M, Zou X, Champaneria A, Lau C, Mubbashar MI, Schwarz C, Gagliardi JP, Tenenbaum JD.","J Biomed Inform. 2019 Oct;98:103274. doi: 10.1016/j.jbi.2019.103274. Epub 2019 Sep 6.","Liu Q","J Biomed Inform","2019","2019/09/10","PMC6783390","NIHMS1539937","10.1016/j.jbi.2019.103274"
"30815199","FABLE: A Semi-Supervised Prescription Information Extraction System","Tao C, Filannino M, Uzuner Ö.","AMIA Annu Symp Proc. 2018 Dec 5;2018:1534-1543. eCollection 2018.","Tao C","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371278","",""
"30869798","An outcome model approach to transporting a randomized controlled trial results to a target population","Goldstein BA, Phelan M, Pagidipati NJ, Holman RR, Pencina MJ, Stuart EA.","J Am Med Inform Assoc. 2019 May 1;26(5):429-437. doi: 10.1093/jamia/ocy188.","Goldstein BA","J Am Med Inform Assoc","2019","2019/03/15","PMC7792754","","10.1093/jamia/ocy188"
"29444182","Towards phenotyping stroke: Leveraging data from a large-scale epidemiological study to detect stroke diagnosis","Ni Y, Alwell K, Moomaw CJ, Woo D, Adeoye O, Flaherty ML, Ferioli S, Mackey J, De Los Rios La Rosa F, Martini S, Khatri P, Kleindorfer D, Kissela BM.","PLoS One. 2018 Feb 14;13(2):e0192586. doi: 10.1371/journal.pone.0192586. eCollection 2018.","Ni Y","PLoS One","2018","2018/02/15","PMC5812624","","10.1371/journal.pone.0192586"
"33201981","Natural language processing to measure the frequency and mode of communication between healthcare professionals and family members of critically ill patients","Lucini FR, Krewulak KD, Fiest KM, Bagshaw SM, Zuege DJ, Lee J, Stelfox HT.","J Am Med Inform Assoc. 2021 Mar 1;28(3):541-548. doi: 10.1093/jamia/ocaa263.","Lucini FR","J Am Med Inform Assoc","2021","2020/11/17","PMC7936522","","10.1093/jamia/ocaa263"
"34516567","Application of a time-series deep learning model to predict cardiac dysrhythmias in electronic health records","Guo A, Smith S, Khan YM, Langabeer Ii JR, Foraker RE.","PLoS One. 2021 Sep 13;16(9):e0239007. doi: 10.1371/journal.pone.0239007. eCollection 2021.","Guo A","PLoS One","2021","2021/09/13","PMC8437288","","10.1371/journal.pone.0239007"
"34402507","Developing machine learning models to personalize care levels among emergency room patients for hospital admission","Nguyen M, Corbin CK, Eulalio T, Ostberg NP, Machiraju G, Marafino BJ, Baiocchi M, Rose C, Chen JH.","J Am Med Inform Assoc. 2021 Oct 12;28(11):2423-2432. doi: 10.1093/jamia/ocab118.","Nguyen M","J Am Med Inform Assoc","2021","2021/08/17","PMC8510323","","10.1093/jamia/ocab118"
"31622800","Phenotypic similarity for rare disease: Ciliopathy diagnoses and subtyping","Chen X, Garcelon N, Neuraz A, Billot K, Lelarge M, Bonald T, Garcia H, Martin Y, Benoit V, Vincent M, Faour H, Douillet M, Lyonnet S, Saunier S, Burgun A.","J Biomed Inform. 2019 Dec;100:103308. doi: 10.1016/j.jbi.2019.103308. Epub 2019 Oct 14.","Chen X","J Biomed Inform","2019","2019/10/18","","","10.1016/j.jbi.2019.103308"
"33706377","Development and validation of prediction models for mechanical ventilation, renal replacement therapy, and readmission in COVID-19 patients","Rodriguez VA, Bhave S, Chen R, Pang C, Hripcsak G, Sengupta S, Elhadad N, Green R, Adelman J, Metitiri KS, Elias P, Groves H, Mohan S, Natarajan K, Perotte A.","J Am Med Inform Assoc. 2021 Jul 14;28(7):1480-1488. doi: 10.1093/jamia/ocab029.","Rodriguez VA","J Am Med Inform Assoc","2021","2021/03/11","PMC7989331","","10.1093/jamia/ocab029"
"30830923","Generating and evaluating a propensity model using textual features from electronic medical records","Afzal Z, Masclee GMC, Sturkenboom MCJM, Kors JA, Schuemie MJ.","PLoS One. 2019 Mar 4;14(3):e0212999. doi: 10.1371/journal.pone.0212999. eCollection 2019.","Afzal Z","PLoS One","2019","2019/03/05","PMC6398864","","10.1371/journal.pone.0212999"
"30474078","Learning relevance models for patient cohort retrieval","Goodwin TR, Harabagiu SM.","JAMIA Open. 2018 Oct;1(2):265-275. doi: 10.1093/jamiaopen/ooy010. Epub 2018 Sep 28.","Goodwin TR","JAMIA Open","2018","2018/11/27","PMC6241510","","10.1093/jamiaopen/ooy010"
"34455090","Unified concept and assertion detection using contextual multi-task learning in a clinical decision support system","Narayanan S, Achan P, Rangan PV, Rajan SP.","J Biomed Inform. 2021 Oct;122:103898. doi: 10.1016/j.jbi.2021.103898. Epub 2021 Aug 26.","Narayanan S","J Biomed Inform","2021","2021/08/29","","","10.1016/j.jbi.2021.103898"
"34396057","A comparison of attentional neural network architectures for modeling with electronic medical records","Finch A, Crowell A, Chang YC, Parameshwarappa P, Martinez J, Horberg M.","JAMIA Open. 2021 Aug 12;4(3):ooab064. doi: 10.1093/jamiaopen/ooab064. eCollection 2021 Jul.","Finch A","JAMIA Open","2021","2021/08/16","PMC8358476","","10.1093/jamiaopen/ooab064"
"29501921","A clinician friendly data warehouse oriented toward narrative reports: Dr. Warehouse","Garcelon N, Neuraz A, Salomon R, Faour H, Benoit V, Delapalme A, Munnich A, Burgun A, Rance B.","J Biomed Inform. 2018 Apr;80:52-63. doi: 10.1016/j.jbi.2018.02.019. Epub 2018 Mar 1.","Garcelon N","J Biomed Inform","2018","2018/03/05","","","10.1016/j.jbi.2018.02.019"
"34464403","Predicting mortality among patients with liver cirrhosis in electronic health records with machine learning","Guo A, Mazumder NR, Ladner DP, Foraker RE.","PLoS One. 2021 Aug 31;16(8):e0256428. doi: 10.1371/journal.pone.0256428. eCollection 2021.","Guo A","PLoS One","2021","2021/08/31","PMC8407576","","10.1371/journal.pone.0256428"
"34214696","A two-stage workflow to extract and harmonize drug mentions from clinical notes into observational databases","Almeida JR, Silva JF, Matos S, Oliveira JL.","J Biomed Inform. 2021 Aug;120:103849. doi: 10.1016/j.jbi.2021.103849. Epub 2021 Jun 30.","Almeida JR","J Biomed Inform","2021","2021/07/02","","","10.1016/j.jbi.2021.103849"
"33619467","A semi-supervised approach for rapidly creating clinical biomarker phenotypes in the UK Biobank using different primary care EHR and clinical terminology systems","Denaxas S, Shah AD, Mateen BA, Kuan V, Quint JK, Fitzpatrick N, Torralbo A, Fatemifar G, Hemingway H.","JAMIA Open. 2020 Dec 5;3(4):545-556. doi: 10.1093/jamiaopen/ooaa047. eCollection 2020 Dec.","Denaxas S","JAMIA Open","2020","2021/02/23","PMC7717266","","10.1093/jamiaopen/ooaa047"
"34350389","Machine learning for modeling the progression of Alzheimer disease dementia using clinical data: a systematic literature review","Kumar S, Oh I, Schindler S, Lai AM, Payne PRO, Gupta A.","JAMIA Open. 2021 Aug 2;4(3):ooab052. doi: 10.1093/jamiaopen/ooab052. eCollection 2021 Jul.","Kumar S","JAMIA Open","2021","2021/08/05","PMC8327375","","10.1093/jamiaopen/ooab052"
"31609419","Improving the phenotype risk score as a scalable approach to identifying patients with Mendelian disease","Bastarache L, Hughey JJ, Goldstein JA, Bastraache JA, Das S, Zaki NC, Zeng C, Tang LA, Roden DM, Denny JC.","J Am Med Inform Assoc. 2019 Dec 1;26(12):1437-1447. doi: 10.1093/jamia/ocz179.","Bastarache L","J Am Med Inform Assoc","2019","2019/10/15","PMC6857501","","10.1093/jamia/ocz179"
"32308918","Using FHIR to Construct a Corpus of Clinical Questions Annotated with Logical Forms and Answers","Soni S, Gudala M, Wang DZ, Roberts K.","AMIA Annu Symp Proc. 2020 Mar 4;2019:1207-1215. eCollection 2019.","Soni S","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153115","",""
"34569603","Use of machine learning to transform complex standardized nursing care plan data into meaningful research variables: a palliative care exemplar","Macieira TGR, Yao Y, Keenan GM.","J Am Med Inform Assoc. 2021 Nov 25;28(12):2695-2701. doi: 10.1093/jamia/ocab205.","Macieira TGR","J Am Med Inform Assoc","2021","2021/09/27","PMC8633646","","10.1093/jamia/ocab205"
"30815053","A Computable Phenotype for Acute Respiratory Distress Syndrome Using Natural Language Processing and Machine Learning","Afshar M, Joyce C, Oakey A, Formanek P, Yang P, Churpek MM, Cooper RS, Zelisko S, Price R, Dligach D.","AMIA Annu Symp Proc. 2018 Dec 5;2018:157-165. eCollection 2018.","Afshar M","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371271","",""
"31188432","Optimizing clinical trials recruitment via deep learning","Gligorijevic J, Gligorijevic D, Pavlovski M, Milkovits E, Glass L, Grier K, Vankireddy P, Obradovic Z.","J Am Med Inform Assoc. 2019 Nov 1;26(11):1195-1202. doi: 10.1093/jamia/ocz064.","Gligorijevic J","J Am Med Inform Assoc","2019","2019/06/13","PMC7647233","","10.1093/jamia/ocz064"
"30753666","Speech recognition for clinical documentation from 1990 to 2018: a systematic review","Blackley SV, Huynh J, Wang L, Korach Z, Zhou L.","J Am Med Inform Assoc. 2019 Apr 1;26(4):324-338. doi: 10.1093/jamia/ocy179.","Blackley SV","J Am Med Inform Assoc","2019","2019/02/13","PMC7647182","","10.1093/jamia/ocy179"
"29253169","A value set for documenting adverse reactions in electronic health records","Goss FR, Lai KH, Topaz M, Acker WW, Kowalski L, Plasek JM, Blumenthal KG, Seger DL, Slight SP, Wah Fung K, Chang FY, Bates DW, Zhou L.","J Am Med Inform Assoc. 2018 Jun 1;25(6):661-669. doi: 10.1093/jamia/ocx139.","Goss FR","J Am Med Inform Assoc","2018","2017/12/19","PMC6251510","","10.1093/jamia/ocx139"
"32626903","Time event ontology (TEO): to support semantic representation and reasoning of complex temporal relations of clinical events","Li F, Du J, He Y, Song HY, Madkour M, Rao G, Xiang Y, Luo Y, Chen HW, Liu S, Wang L, Liu H, Xu H, Tao C.","J Am Med Inform Assoc. 2020 Jul 1;27(7):1046-1056. doi: 10.1093/jamia/ocaa058.","Li F","J Am Med Inform Assoc","2020","2020/07/07","PMC7647306","","10.1093/jamia/ocaa058"
"32417928","Explainable artificial intelligence models using real-world electronic health record data: a systematic scoping review","Payrovnaziri SN, Chen Z, Rengifo-Moreno P, Miller T, Bian J, Chen JH, Liu X, He Z.","J Am Med Inform Assoc. 2020 Jul 1;27(7):1173-1185. doi: 10.1093/jamia/ocaa053.","Payrovnaziri SN","J Am Med Inform Assoc","2020","2020/05/18","PMC7647281","","10.1093/jamia/ocaa053"
"32930712","Resilience of clinical text de-identified with ""hiding in plain sight"" to hostile reidentification attacks by human readers","Carrell DS, Malin BA, Cronkite DJ, Aberdeen JS, Clark C, Li MR, Bastakoty D, Nyemba S, Hirschman L.","J Am Med Inform Assoc. 2020 Jul 1;27(9):1374-1382. doi: 10.1093/jamia/ocaa095.","Carrell DS","J Am Med Inform Assoc","2020","2020/09/15","PMC7647331","","10.1093/jamia/ocaa095"
"31348514","Health systems' use of enterprise health information exchange vs single electronic health record vendor environments and unplanned readmissions","Vest JR, Unruh MA, Freedman S, Simon K.","J Am Med Inform Assoc. 2019 Oct 1;26(10):989-998. doi: 10.1093/jamia/ocz116.","Vest JR","J Am Med Inform Assoc","2019","2019/07/27","PMC7792753","","10.1093/jamia/ocz116"
"33936451","Multi-task Learning via Adaptation to Similar Tasks for Mortality Prediction of Diverse Rare Diseases","Liu L, Liu Z, Wu H, Wang Z, Shen J, Song Y, Zhang M.","AMIA Annu Symp Proc. 2021 Jan 25;2020:763-772. eCollection 2020.","Liu L","AMIA Annu Symp Proc","2021","2021/05/03","PMC8075548","",""
"32734158","Experiences implementing scalable, containerized, cloud-based NLP for extracting biobank participant phenotypes at scale","Miller TA, Avillach P, Mandl KD.","JAMIA Open. 2020 May 22;3(2):185-189. doi: 10.1093/jamiaopen/ooaa016. eCollection 2020 Jul.","Miller TA","JAMIA Open","2020","2020/08/01","PMC7382623","","10.1093/jamiaopen/ooaa016"
